Content,Sentiment,Sentiment_Class
This is a positive synthetic tweet about #googlegemini.,0.22727272727272727,positive
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a neutral synthetic tweet about #googlegemini.,0.0,neutral
This is a positive synthetic tweet about #googlegemini.,0.22727272727272727,positive
This is a positive synthetic tweet about #googlegemini.,0.22727272727272727,positive
This is a positive synthetic tweet about #googlegemini.,0.22727272727272727,positive
This is a neutral synthetic tweet about #googlegemini.,0.0,neutral
This is a neutral synthetic tweet about #googlegemini.,0.0,neutral
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a neutral synthetic tweet about #googlegemini.,0.0,neutral
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a positive synthetic tweet about #googlegemini.,0.22727272727272727,positive
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a neutral synthetic tweet about #googlegemini.,0.0,neutral
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
This is a negative synthetic tweet about #googlegemini.,-0.3,negative
